date,description,amount_npr,category,persona,household,group_type,festival
2026-01-01,Chicken 1 kg,400,food,family,family_1,family,
2026-01-01,Buff momo Lagankhel,140,food,family,family_3,family,
2026-01-01,Airport taxi,960,transport,student_home,student_home_3,college,
2026-01-01,Hotel check out bill,3800,hotel,student_hostel,student_hostel_2,roommates,
2026-01-01,homestay pokhara,2250,hotel,student_hostel,student_hostel_2,roommates,
2026-01-01,laundry cash,780,other,working_bachelor,working_bachelor_1,roommates,
2026-01-02,Taxi to hotel,690,transport,family,family_1,family,
2026-01-02,Birthday cake veg,1010,food,family,family_2,family,
2026-01-02,Tarkari kinne,1180,food,family,family_3,family,
2026-01-02,Tuition fee monthly,4500,education,student_home,student_home_1,college,
2026-01-02,Grocery KL Tower,6750,food,student_home,student_home_1,college,
2026-01-02,Tuition fee monthly - late fee included,5550,education,student_home,student_home_2,college,
2026-01-02,Laptop bag,2500,shopping,student_home,student_home_3,college,
2026-01-02,Scooter servicing to office,5950,transport,student_hostel,student_hostel_1,roommates,
2026-01-02,Pool and snooker - for 6 people,340,entertainment,trip_group,trip_group_3,trip,
2026-01-03,Dashain kurta shopping - online,9450,shopping,family,family_1,family,
2026-01-03,Bedsheet and pillow,1180,shopping,family,family_2,family,
2026-01-03,Saree for mummy EMI,10700,shopping,family,family_2,family,
2026-01-03,Wifi bill advance,1780,utilities,family,family_3,family,
2026-01-03,Book shopping EMI,2250,shopping,student_home,student_home_3,college,
2026-01-03,Futsal booking,1370,entertainment,student_home,student_home_3,college,
2026-01-03,BUFF MOMO BALKHU,110,food,student_home,student_home_3,college,
2026-01-03,Netflix subscription split,880,entertainment,student_hostel,student_hostel_2,roommates,
2026-01-04,Photocopy,45,other,family,family_1,family,
2026-01-04,Milk and eggs,280,food,family,family_2,family,
2026-01-04,Snacks during movie,300,entertainment,family,family_3,family,
2026-01-04,Bedsheet and pillow - with cashback,2700,shopping,student_home,student_home_1,college,
2026-01-04,Bike petrol Magh,3000,transport,student_home,student_home_1,college,
2026-01-04,Newari khaja set extra chutney,680,food,student_home,student_home_3,college,
2026-01-04,Concert ticket,4050,entertainment,student_hostel,student_hostel_1,roommates,
2026-01-04,Room rent Magh with water charge,10200,rent,student_hostel,student_hostel_2,roommates,
2026-01-04,Khaja,430,food,student_hostel,student_hostel_3,roommates,
2026-01-04,Flat rent Sundhara,14550,rent,working_bachelor,working_bachelor_1,roommates,
2026-01-04,Sajha bus to Maharajgunj late night,40,transport,working_bachelor,working_bachelor_1,roommates,
2026-01-04,Bus fare Kalanki to Jhamsikhel,35,transport,working_bachelor,working_bachelor_2,roommates,
2026-01-04,Flat rent Sundhara shared 2 ways,14350,rent,working_bachelor,working_bachelor_3,roommates,
2026-01-04,Headphones,8850,shopping,working_bachelor,working_bachelor_3,roommates,
2026-01-05,Milk and eggs,480,food,family,family_1,family,
2026-01-05,New shoes,5950,shopping,family,family_2,family,
2026-01-05,Taxi Koteshwor to Balkhu,320,transport,student_hostel,student_hostel_3,roommates,
2026-01-05,headphones for home,4800,shopping,student_hostel,student_hostel_3,roommates,
2026-01-05,night bus tickets - morning,2600,transport,student_hostel,student_hostel_3,roommates,
2026-01-05,newari khaja set,770,food,student_hostel,student_hostel_3,roommates,
2026-01-05,Samosa chiya Thamel Saturday,130,food,student_hostel,student_hostel_3,roommates,
2026-01-05,hotel ilam 2 nights,4900,hotel,trip_group,trip_group_3,trip,
2026-01-05,Gift for Prakriti,2450,shopping,working_bachelor,working_bachelor_1,roommates,
2026-01-05,Flat rent Sundhara,19800,rent,working_bachelor,working_bachelor_2,roommates,
2026-01-05,Chicken 1 kg - after class,790,food,working_bachelor,working_bachelor_3,roommates,
2026-01-06,gift for prakriti - with cashback,2900,shopping,family,family_1,family,
2026-01-06,Kitchen utensils EMI,1110,shopping,family,family_2,family,
2026-01-06,Lab fee,1460,education,family,family_2,family,
2026-01-06,Jacket Daraz,10250,shopping,family,family_3,family,
2026-01-06,Petrol 5 litre,940,transport,student_home,student_home_2,college,
2026-01-06,Canteen lunch at college,130,food,student_home,student_home_2,college,
2026-01-06,Kitchen utensils,750,shopping,student_hostel,student_hostel_2,roommates,
2026-01-06,Deluxe bus ticket to Dhulikhel - return,2350,transport,working_bachelor,working_bachelor_2,roommates,
2026-01-06,Bike repair puncture late night,730,transport,working_bachelor,working_bachelor_2,roommates,
2026-01-07,Khanepani bill,450,utilities,family,family_1,family,
2026-01-07,headphones fr anisha,5150,shopping,family,family_2,family,
2026-01-07,samosa chiya sundhara,180,food,student_hostel,student_hostel_1,roommates,
2026-01-07,Tuition fee monthly - 6th sem,11600,education,student_hostel,student_hostel_3,roommates,
2026-01-07,Hotel check out bill,14400,hotel,trip_group,trip_group_1,trip,
2026-01-07,Lakeside hotel booking,7200,hotel,trip_group,trip_group_1,trip,
2026-01-07,Bus,130,transport,trip_group,trip_group_2,trip,
2026-01-07,pizza night,2000,food,working_bachelor,working_bachelor_3,roommates,
2026-01-08,Gas cylinder,2650,utilities,family,family_2,family,
2026-01-08,Monthly grocery,9450,food,family,family_2,family,
2026-01-08,Gas cylinder,2700,utilities,student_home,student_home_1,college,
2026-01-08,Stationery and printing - EMI,1120,shopping,student_home,student_home_1,college,
2026-01-08,Laundry for Sita,610,other,student_home,student_home_2,college,
2026-01-08,Chowmein and coke,160,food,student_home,student_home_2,college,
2026-01-08,College bus fee to college,1570,transport,student_home,student_home_3,college,
2026-01-08,Photocopy of notes,140,education,student_home,student_home_3,college,
2026-01-08,Bus fare Koteshwor to Tamel,55,transport,student_hostel,student_hostel_3,roommates,
2026-01-08,Monthly grocery,4150,food,trip_group,trip_group_3,trip,
2026-01-08,Worldlink internet 3 months,1420,utilities,working_bachelor,working_bachelor_1,roommates,
2026-01-08,Paragliding Sarangkot,12550,entertainment,working_bachelor,working_bachelor_2,roommates,
2026-01-08,Kitchen utensils,3050,shopping,working_bachelor,working_bachelor_2,roommates,
2026-01-09,Bedsheet and pillow EMI,1850,shopping,family,family_3,family,
2026-01-09,Canteen lunch at college,410,food,student_home,student_home_1,college,
2026-01-09,Concert ticket evening show,2700,entertainment,student_home,student_home_2,college,
2026-01-09,Chicken 1 kg,430,food,student_home,student_home_3,college,
2026-01-09,Doctor visit,2100,other,trip_group,trip_group_1,trip,
2026-01-09,Buff momo Jhamsikhel,200,food,trip_group,trip_group_2,trip,
2026-01-09,Book shopping,1060,shopping,trip_group,trip_group_3,trip,
2026-01-09,Movie ticket FCube Chhaya Center,450,entertainment,working_bachelor,working_bachelor_1,roommates,
2026-01-09,Jacket Civil Mall,8400,shopping,working_bachelor,working_bachelor_1,roommates,
2026-01-09,monthly bill paid with water charge,10400,rent,working_bachelor,working_bachelor_1,roommates,
2026-01-09,Inrive to Baneshwor,210,transport,working_bachelor,working_bachelor_1,roommates,
2026-01-10,NEA bijuli bill Magh,3100,utilities,family,family_1,family,
2026-01-10,Momo at Newari khaja ghar for 2 people,280,food,family,family_2,family,
2026-01-10,Spotify family,1030,entertainment,student_home,student_home_3,college,
2026-01-10,Khaja,540,food,student_hostel,student_hostel_1,roommates,
2026-01-10,NTC data pack paid via eSewa,380,utilities,student_hostel,student_hostel_2,roommates,
2026-01-10,Cafe billKalanki,1200,food,student_hostel,student_hostel_2,roommates,
2026-01-10,wifi bill,880,utilities,student_hostel,student_hostel_3,roommates,
2026-01-10,Monthly grocery,12650,food,student_hostel,student_hostel_3,roommates,
2026-01-10,Laundry,490,other,working_bachelor,working_bachelor_1,roommates,
2026-01-10,Bus return,290,transport,working_bachelor,working_bachelor_3,roommates,
2026-01-11,Tihar shopping Durbarmarg showroom,7000,shopping,family,family_1,family,
2026-01-11,Sajha bus to Kalanki,30,transport,family,family_1,family,
2026-01-11,NEA bijuli bill Magh paid by Khalti,3800,utilities,family,family_3,family,
2026-01-11,Ncell combo 399 last month,690,utilities,student_home,student_home_2,college,
2026-01-11,Petrol 5 litre late night,890,transport,student_home,student_home_2,college,
2026-01-11,Monthly grocery,9700,food,student_hostel,student_hostel_2,roommates,
2026-01-11,Pathao ride,360,transport,student_hostel,student_hostel_2,roommates,
2026-01-11,Sajha bus to Chabahil - morning,35,transport,trip_group,trip_group_1,trip,
2026-01-11,NTC data pack Magh,130,utilities,working_bachelor,working_bachelor_3,roommates,
2026-01-12,Chowmein and coke,160,food,family,family_2,family,
2026-01-12,Gas cylinder,3150,utilities,family,family_3,family,
2026-01-12,Bedsheet and pillow,1400,shopping,family,family_3,family,
2026-01-12,Bike petrol Magh shared,2450,transport,student_home,student_home_2,college,
2026-01-12,Momo at Himalayan Java,240,food,student_home,student_home_2,college,
2026-01-12,TAXI SUNDHARA TO THAMEL LATE NIGHT,600,transport,student_hostel,student_hostel_1,roommates,
2026-01-12,Hotel dinner Bandipur,2250,food,working_bachelor,working_bachelor_2,roommates,
2026-01-12,petrol 5 litre to office,1600,transport,working_bachelor,working_bachelor_3,roommates,
2026-01-13,Wifi bill,1350,utilities,family,family_1,family,
2026-01-13,Chowmein and coke extra chutney,200,food,family,family_1,family,
2026-01-13,maghi feast,3200,food,family,family_1,family,maghe_sankranti
2026-01-13,Maghi feast half plate,1790,food,family,family_1,family,maghe_sankranti
2026-01-13,NEA bijuli bill Magh,3350,utilities,family,family_2,family,
2026-01-13,Chicken 1 kg for 2 people,370,food,family,family_2,family,
2026-01-13,"chaku, ghee and tarul evening",1740,food,family,family_2,family,maghe_sankranti
2026-01-13,Maghi feast,5300,food,family,family_2,family,maghe_sankranti
2026-01-13,chowmein and coke saturday,310,food,family,family_3,family,
2026-01-13,til k laddu takeaway,740,food,family,family_3,family,maghe_sankranti
2026-01-13,Til ko laddu,1000,food,family,family_3,family,maghe_sankranti
2026-01-13,Ciya for everyone,120,food,student_home,student_home_1,college,
2026-01-13,New clothes for Maghi with cashback,2100,shopping,student_home,student_home_1,college,maghe_sankranti
2026-01-13,Snacks during movie,590,food,student_home,student_home_2,college,
2026-01-13,Photocopy of notes 4th sem,320,education,student_home,student_home_3,college,
2026-01-13,"Chaku, ghee and tarul for 4 people",1750,food,student_home,student_home_3,college,maghe_sankranti
2026-01-13,Haircut,400,other,student_hostel,student_hostel_1,roommates,
2026-01-13,New clothes for Maghi for home,8300,shopping,student_hostel,student_hostel_1,roommates,maghe_sankranti
2026-01-13,Maghi feast after class,7550,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2026-01-13,"Chaku, ghee and tarul team khaja",2150,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2026-01-13,New clothes for Maghi online,8100,shopping,student_hostel,student_hostel_3,roommates,maghe_sankranti
2026-01-13,Maghi feast takeaway,2300,food,student_hostel,student_hostel_3,roommates,maghe_sankranti
2026-01-13,Boating Phewa lake for 5 people,940,entertainment,trip_group,trip_group_2,trip,
2026-01-13,Dal bhat at Roadhouse Cafe,510,food,trip_group,trip_group_2,trip,
2026-01-13,Insurance premium,4100,other,working_bachelor,working_bachelor_1,roommates,
2026-01-13,Bike petrol Magh,1670,transport,working_bachelor,working_bachelor_1,roommates,
2026-01-13,Maghi feast Saturday,7650,food,working_bachelor,working_bachelor_1,roommates,maghe_sankranti
2026-01-13,Breakfast,750,food,working_bachelor,working_bachelor_2,roommates,
2026-01-13,maghi feast,9100,food,working_bachelor,working_bachelor_2,roommates,maghe_sankranti
2026-01-13,til ko laddu,810,food,working_bachelor,working_bachelor_2,roommates,maghe_sankranti
2026-01-13,Kitchen utensils,5650,shopping,working_bachelor,working_bachelor_3,roommates,
2026-01-13,Maghi feast,5250,food,working_bachelor,working_bachelor_3,roommates,maghe_sankranti
2026-01-14,Til ko laddu with Sujan,770,food,family,family_1,family,maghe_sankranti
2026-01-14,"Chaku, ghee and tarul",820,food,family,family_2,family,maghe_sankranti
2026-01-14,Til ko laddu office lunch,630,food,family,family_2,family,maghe_sankranti
2026-01-14,School fee for Hari - late fee included,10100,education,family,family_3,family,
2026-01-14,Ncell combo 399,920,utilities,family,family_3,family,
2026-01-14,"Chaku, ghee and tarul - takeaway",2450,food,family,family_3,family,maghe_sankranti
2026-01-14,Maghi feast,5900,food,family,family_3,family,maghe_sankranti
2026-01-14,Maghi feast,5100,food,family,family_3,family,maghe_sankranti
2026-01-14,Phone cover and screen guard - with cashback,1350,shopping,student_home,student_home_1,college,
2026-01-14,"Chaku, ghee and tarul",2250,food,student_home,student_home_1,college,maghe_sankranti
2026-01-14,"Chaku, ghee and tarul",2200,food,student_home,student_home_2,college,maghe_sankranti
2026-01-14,Til ko laddu,730,food,student_home,student_home_2,college,maghe_sankranti
2026-01-14,Til ko laddu,530,food,student_home,student_home_2,college,maghe_sankranti
2026-01-14,"Chaku, ghee and tarul",1990,food,student_home,student_home_3,college,maghe_sankranti
2026-01-14,"Chaku, ghee and tarul",1450,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2026-01-14,maghi feast,6950,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2026-01-14,Buff momo Patan,110,food,student_hostel,student_hostel_2,roommates,
2026-01-14,New clothes for Maghi,2450,shopping,student_hostel,student_hostel_2,roommates,maghe_sankranti
2026-01-14,Concert ticket evening show,3150,entertainment,working_bachelor,working_bachelor_1,roommates,
2026-01-14,Laptop bag,3900,shopping,working_bachelor,working_bachelor_1,roommates,
2026-01-14,"chaku, ghee and tarul for 4 people",1780,food,working_bachelor,working_bachelor_1,roommates,maghe_sankranti
2026-01-14,New clothes for Maghi,6650,shopping,working_bachelor,working_bachelor_1,roommates,maghe_sankranti
2026-01-14,Worldlink internet 3 months - last month,1290,utilities,working_bachelor,working_bachelor_2,roommates,
2026-01-14,Maghi feast with dai,7850,food,working_bachelor,working_bachelor_2,roommates,maghe_sankranti
2026-01-14,sekuwa and chiura takeaway,790,food,working_bachelor,working_bachelor_3,roommates,
2026-01-14,Chicken 1 kg half plate,840,food,working_bachelor,working_bachelor_3,roommates,
2026-01-14,"Chaku, ghee and tarul office lunch",3200,food,working_bachelor,working_bachelor_3,roommates,maghe_sankranti
